Place,Division,Class,Last Name,First Name,IDPA ID,Location,Shooter Number,Squad,Session,Completed,DNF,Categories,Total Score,Total PD,Hits on Non-Threat,Procedural Error,Failure to Do Right,Flagrant,Finger PE,Stage 1 Time,Stage 1 String 1,Stage 1 PD,Stage 1 Hits on Non-Threat,Stage 1 Procedural Error,Stage 1 Failure to Do Right,Stage 1 Flagrant,Stage 1 Finger PE,Stage 1 DNF,Stage 2 Time,Stage 2 String 1,Stage 2 PD,Stage 2 Hits on Non-Threat,Stage 2 Procedural Error,Stage 2 Failure to Do Right,Stage 2 Flagrant,Stage 2 Finger PE,Stage 2 DNF,Stage 3 Time,Stage 3 String 1,Stage 3 PD,Stage 3 Hits on Non-Threat,Stage 3 Procedural Error,Stage 3 Failure to Do Right,Stage 3 Flagrant,Stage 3 Finger PE,Stage 3 DNF,Stage 4 Time,Stage 4 String 1,Stage 4 PD,Stage 4 Hits on Non-Threat,Stage 4 Procedural Error,Stage 4 Failure to Do Right,Stage 4 Flagrant,Stage 4 Finger PE,Stage 4 DNF,Stage 5 Time,Stage 5 String 1,Stage 5 PD,Stage 5 Hits on Non-Threat,Stage 5 Procedural Error,Stage 5 Failure to Do Right,Stage 5 Flagrant,Stage 5 Finger PE,Stage 5 DNF,Stage 6 Time,Stage 6 String 1,Stage 6 PD,Stage 6 Hits on Non-Threat,Stage 6 Procedural Error,Stage 6 Failure to Do Right,Stage 6 Flagrant,Stage 6 Finger PE,Stage 6 DNF,Stage 7 Time,Stage 7 String 1,Stage 7 String 2,Stage 7 String 3,Stage 7 PD,Stage 7 Hits on Non-Threat,Stage 7 Procedural Error,Stage 7 Failure to Do Right,Stage 7 Flagrant,Stage 7 Finger PE,Stage 7 DNF,Stage 8 Time,Stage 8 String 1,Stage 8 PD,Stage 8 Hits on Non-Threat,Stage 8 Procedural Error,Stage 8 Failure to Do Right,Stage 8 Flagrant,Stage 8 Finger PE,Stage 8 DNF,Stage 9 Time,Stage 9 String 1,Stage 9 PD,Stage 9 Hits on Non-Threat,Stage 9 Procedural Error,Stage 9 Failure to Do Right,Stage 9 Flagrant,Stage 9 Finger PE,Stage 9 DNF,Stage 10 Time,Stage 10 String 1,Stage 10 PD,Stage 10 Hits on Non-Threat,Stage 10 Procedural Error,Stage 10 Failure to Do Right,Stage 10 Flagrant,Stage 10 Finger PE,Stage 10 DNF
dnf,CO,SS,003 Pinyosri,Chatchai,,,,1,,0,1,Law Enforcement,148.73,16,,1,,,,16.98,16.98,,,,,,,,23.46,23.46,,,,,,,,14.08,14.08,,,,,,,,10.51,10.51,,,,,,,,36.90,23.90,10,,1,,,,,16.90,16.90,,,,,,,,29.90,9.26,5.35,9.29,6,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1
dnf,ESP,NV,016 Lertkajornkitti,Thapana,,,,2,,0,1,,194.12,20,,1,,,,,,,,,,,,1,,,,,,,,,1,27.05,22.05,5,,,,,,,22.60,21.60,1,,,,,,,41.71,38.71,3,,,,,,,32.91,32.91,,,,,,,,48.60,15.55,9.09,9.96,11,,1,,,,,21.25,21.25,,,,,,,,,,,,,,,,1,,,,,,,,,1
dnf,CCP,NV,038 Ma,Yue,TH1020012,,,4,,0,1,International,276.23,33,,2,,,,34.25,34.25,,,,,,,,,,,,,,,,1,,,,,,,,,1,32.16,30.16,2,,,,,,,46.73,45.73,1,,,,,,,35.30,25.30,4,,2,,,,,41.61,9.37,5.28,6.96,20,,,,,,,24.32,23.32,1,,,,,,,31.26,29.26,2,,,,,,,30.60,27.60,3,,,,,,
dnf,CO,NV,078 Rachatamongkol,Pongpohn,,,,9,,0,1,Law Enforcement,234.25,44,,7,,,,20.06,20.06,,,,,,,,21.62,21.62,,,,,,,,23.22,21.22,2,,,,,,,14.75,12.75,2,,,,,,,26.52,23.52,3,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,104.90,48.90,35,,7,,,,,23.18,21.18,2,,,,,,
dnf,CO,SS,053 MOLEE,JAKNARIN,TH1019348,,,6,,0,1,,169.31,2,,,,,,18.43,18.43,,,,,,,,22.53,22.53,,,,,,,,13.96,13.96,,,,,,,,13.18,13.18,,,,,,,,,,,,,,,,1,20.08,20.08,,,,,,,,18.50,7.44,4.25,6.81,,,,,,,,16.04,16.04,,,,,,,,22.80,21.80,1,,,,,,,23.79,22.79,1,,,,,,
dnf,ESP,MM,014 Sabankluai,Pakdee,TH1020129,,,2,,0,1,Law Enforcement,52.76,1,1,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,23.95,10.41,5.92,6.62,1,,,,,,,28.81,20.81,,1,1,,,,,,,,,,,,,1,,,,,,,,,1
dnf,PCC,UN,063 Jamprungam,Boonsit,,,,7,,0,1,,206.54,6,1,,,,,23.02,18.02,,1,,,,,,29.24,28.24,1,,,,,,,14.13,14.13,,,,,,,,14.10,14.10,,,,,,,,,,,,,,,,1,,,,,,,,,1,33.22,23.48,4.01,5.73,,,,,,,,21.58,21.58,,,,,,,,49.48,48.48,1,,,,,,,21.77,17.77,4,,,,,,
dnf,SSP,MA,066 Pimchue,Montree,TH1019955,,,8,,0,1,Law Enforcement,107.24,9,,,,,,14.27,14.27,,,,,,,,17.74,15.74,2,,,,,,,12.18,10.18,2,,,,,,,13.73,11.73,2,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,15.00,15.00,,,,,,,,18.28,17.28,1,,,,,,,16.04,14.04,2,,,,,,
dnf,SSP,NV,074 Saengsawang,Pheuttikorn,,,,8,,0,1,,191.41,23,,,,,,28.51,26.51,2,,,,,,,27.60,25.60,2,,,,,,,14.81,14.81,,,,,,,,22.80,19.80,3,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,18.23,18.23,,,,,,,,35.70,31.70,4,,,,,,,43.76,31.76,12,,,,,,
dnf,SSP,NV,052 Benjahiransak,Kavin,TH1021485,,,6,,0,1,,316.28,29,1,,,,,34.69,34.69,,,,,,,,39.47,39.47,,,,,,,,27.32,26.32,1,,,,,,,27.26,22.26,5,,,,,,,,,,,,,,,1,38.01,35.01,3,,,,,,,45.78,15.35,7.64,11.79,11,,,,,,,22.44,21.44,1,,,,,,,43.74,40.74,3,,,,,,,37.57,27.57,5,1,,,,,
dnf,CCP,MA,004 Uraisint,Sirawit,,,,1,,0,1,,113.50,4,,1,,,,15.72,15.72,,,,,,,,27.79,27.79,,,,,,,,19.86,15.86,4,,,,,,,10.39,10.39,,,,,,,,16.51,16.51,,,,,,,,23.23,20.23,,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1
dnf,ESP,UN,017 Lertkajornkitti,Phicchayada,,,,2,,0,1,Lady,247.06,41,1,1,,,,,,,,,,,,1,,,,,,,,,1,39.38,29.38,5,1,,,,,,51.34,43.34,8,,,,,,,45.53,36.53,9,,,,,,,39.21,29.21,7,,1,,,,,43.82,14.00,8.15,10.67,11,,,,,,,27.78,26.78,1,,,,,,,,,,,,,,,1,,,,,,,,,1
dnf,CCP,UN,039 JiaYun,Li,CN1020127,,,4,,0,1,"Junior,International",239.36,68,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,33.81,18.81,15,,,,,,,44.70,26.70,18,,,,,,,30.79,24.79,3,,1,,,,,50.80,10.62,5.53,8.65,26,,,,,,,23.27,23.27,,,,,,,,32.58,26.58,6,,,,,,,23.41,23.41,,,,,,,
dnf,ESP,EX,020 Pimnoi,Chatchaphon,,,,2,,0,1,,86.40,9,,,,,,,,,,,,,,1,,,,,,,,,1,16.11,14.11,2,,,,,,,16.52,14.52,2,,,,,,,19.09,17.09,2,,,,,,,17.85,15.85,2,,,,,,,16.83,6.82,3.80,5.21,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1
dnf,ESP,UN,018 Paekuamdee,Tumrongsak,,,,2,,0,1,,217.90,25,,,,,,,,,,,,,,1,,,,,,,,,1,46.84,40.84,6,,,,,,,15.25,14.25,1,,,,,,,32.37,32.37,,,,,,,,55.95,52.95,3,,,,,,,37.16,9.52,5.67,8.97,13,,,,,,,30.33,28.33,2,,,,,,,,,,,,,,,1,,,,,,,,,1
dnf,CCP,SS,034 GANG,HAN,,,,4,,0,1,International,183.76,30,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,19.34,12.34,7,,,,,,,34.14,28.14,6,,,,,,,20.49,18.49,2,,,,,,,50.08,9.77,4.66,25.65,7,,1,,,,,19.84,17.84,2,,,,,,,22.74,18.74,4,,,,,,,17.13,15.13,2,,,,,,
dnf,CCP,NV,007 Maneechansuk,Isawan,,,,1,,0,1,Junior,295.26,60,,1,,,,48.18,46.18,2,,,,,,,53.45,50.45,3,,,,,,,44.58,33.58,11,,,,,,,46.74,22.74,24,,,,,,,57.94,39.94,18,,,,,,,44.37,39.37,2,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1
dnf,CCP,NV,092 Amronpraseat,Montri,,,,10,,0,1,,233.87,88,,2,,,,,,,,,,,,1,68.28,41.28,21,,2,,,,,56.65,28.65,28,,,,,,,42.58,27.58,15,,,,,,,66.36,42.36,24,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1
dnf,CCP,EX,011 Yingsirithananont,Athipatch,,,,1,,0,1,,120.59,8,,,,,,17.37,17.37,,,,,,,,22.95,21.95,1,,,,,,,14.53,14.53,,,,,,,,16.53,11.53,5,,,,,,,18.70,17.70,1,,,,,,,30.51,29.51,1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1
dnf,SSP,NV,064 Akavipat,Vijitsiri,TH258658,,,7,,0,1,"Lady,Stage Enterprises",220.21,32,1,,,,,24.75,23.75,1,,,,,,,29.73,28.73,1,,,,,,,21.25,21.25,,,,,,,,26.06,13.06,13,,,,,,,,,,,,,,,1,,,,,,,,,1,32.05,12.86,5.99,7.20,6,,,,,,,17.84,17.84,,,,,,,,34.41,27.41,7,,,,,,,34.12,25.12,4,1,,,,,
dnf,CCP,NV,035 WANG,TOMMY,,,,4,,0,1,International,253.21,78,2,2,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,26.14,25.14,1,,,,,,,48.12,30.12,18,,,,,,,28.05,18.05,7,,1,,,,,52.86,12.53,5.78,6.55,28,,,,,,,34.62,19.62,2,2,1,,,,,32.21,21.21,11,,,,,,,31.21,20.21,11,,,,,,
dnf,CCP,UN,041 KHWANKAEO,RATCHANON(ACDT.),,,,7,,0,1,Military,284.16,45,1,2,,,,34.22,30.22,1,,1,,,,,35.74,35.74,,,,,,,,27.93,22.93,2,,1,,,,,23.15,15.15,8,,,,,,,,,,,,,,,1,,,,,,,,,1,56.04,13.32,7.83,7.89,27,,,,,,,28.29,28.29,,,,,,,,40.75,34.75,6,,,,,,,38.04,32.04,1,1,,,,,
dnf,SSP,SS,015 Boon Chin,Tai,TH1013662,,,2,,0,1,International,156.96,27,,,,,,,,,,,,,,1,,,,,,,,,1,23.68,22.68,1,,,,,,,20.79,17.79,3,,,,,,,26.16,19.16,7,,,,,,,29.62,27.62,2,,,,,,,40.87,10.20,6.82,9.85,14,,,,,,,15.84,15.84,,,,,,,,,,,,,,,,1,,,,,,,,,1
dnf,ESP,NV,005 DITSARANONTA,NITITORN,,,,1,,0,1,,122.74,7,1,,,,,19.44,19.44,,,,,,,,23.39,22.39,1,,,,,,,22.47,15.47,2,1,,,,,,12.53,11.53,1,,,,,,,22.80,21.80,1,,,,,,,22.11,20.11,2,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1
dnf,ESP,SS,023 Thumweerayothin,Thossapoom,TH1008082,,,3,,0,1,,177.93,42,,,,,,,,,,,,,,1,,,,,,,,,1,17.73,13.73,4,,,,,,,22.02,11.02,11,,,,,,,25.62,23.62,2,,,,,,,22.08,17.08,5,,,,,,,21.28,8.44,4.66,6.18,2,,,,,,,20.63,14.63,6,,,,,,,21.85,15.85,6,,,,,,,26.72,20.72,6,,,,,,
dnf,SSP,MA,001 Srirongmuang,Siam,,,,1,,0,1,,128.36,21,,,,,,15.65,15.65,,,,,,,,18.84,17.84,1,,,,,,,10.28,10.28,,,,,,,,11.17,9.17,2,,,,,,,21.05,14.05,7,,,,,,,17.72,15.72,2,,,,,,,33.65,10.13,4.62,9.90,9,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1
dnf,ESP,EX,010 Tanopajaisot,Nuntachai,,,,1,,0,1,,107.92,11,,,,,,19.35,19.35,,,,,,,,20.33,20.33,,,,,,,,13.60,13.60,,,,,,,,12.85,11.85,1,,,,,,,24.00,16.00,8,,,,,,,17.79,15.79,2,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1
dnf,CCP,SS,030 Park,Chang,TH1019366,,,3,,0,1,,204.79,33,1,,,,,,,,,,,,,1,,,,,,,,,1,29.24,21.24,3,1,,,,,,12.87,12.87,,,,,,,,26.28,23.28,3,,,,,,,25.96,21.96,4,,,,,,,32.17,9.00,6.25,6.92,10,,,,,,,19.53,19.53,,,,,,,,30.42,23.42,7,,,,,,,28.32,22.32,6,,,,,,
dnf,CCP,UN,047 Homchaaern,Thanadech,,,,5,,0,1,,286.63,44,1,5,,,,24.73,24.73,,,,,,,,32.22,32.22,,,,,,,,,,,,,,,,1,,,,,,,,,1,33.95,27.95,6,,,,,,,32.99,27.99,2,,1,,,,,36.58,13.72,8.07,8.79,6,,,,,,,27.02,27.02,,,,,,,,60.22,22.22,26,,4,,,,,38.92,29.92,4,1,,,,,
dnf,CDP,MA,099 Kotthanu,Yodsapol,TH318253,,,11,,0,1,Senior,135.76,12,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,11.74,10.74,1,,,,,,,,,,,,,,,1,27.56,25.56,2,,,,,,,23.12,7.85,4.12,6.15,5,,,,,,,18.71,17.71,1,,,,,,,27.14,26.14,1,,,,,,,27.49,20.49,2,1,,,,,
dnf,SSP,MM,076 Kongpet,Sawapat,TH1021637,,,9,,0,1,Law Enforcement,172.97,15,,,,,,21.58,21.58,,,,,,,,26.56,26.56,,,,,,,,17.52,12.52,5,,,,,,,19.90,16.90,3,,,,,,,34.91,32.91,2,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,28.62,27.62,1,,,,,,,23.88,19.88,4,,,,,,
dnf,CCP,NV,057 Geerahem,Mathat,TH1019992,,,6,,0,1,,280.71,28,3,1,,,,28.52,28.52,,,,,,,,31.70,31.70,,,,,,,,24.48,24.48,,,,,,,,,,,,,,,,1,,,,,,,,,1,31.37,28.37,3,,,,,,,48.67,11.64,8.60,8.43,20,,,,,,,30.15,22.15,,1,1,,,,,44.97,38.97,1,1,,,,,,40.85,31.85,4,1,,,,,
dnf,CCP,NV,091 Samitisirisuk,Dan,,,,10,,0,1,,179.93,5,1,,,,,39.68,33.68,1,1,,,,,,32.56,32.56,,,,,,,,18.21,18.21,,,,,,,,18.20,18.20,,,,,,,,41.79,37.79,4,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,29.49,29.49,,,,,,,
dnf,SSP,NV,096 Phutipongseth,Thanawat,,,,10,,0,1,,181.06,34,2,,,,,25.42,25.42,,,,,,,,29.81,28.81,1,,,,,,,33.72,18.72,5,2,,,,,,26.12,18.12,8,,,,,,,36.82,23.82,13,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,29.17,22.17,7,,,,,,
dnf,ESP,MM,024 Chuklin,Thanachai,TH1008788,,,3,,0,1,Senior,172.46,14,,,,,,,,,,,,,,1,,,,,,,,,1,15.92,14.92,1,,,,,,,15.23,13.23,2,,,,,,,19.30,19.30,,,,,,,,25.33,22.33,3,,,,,,,30.64,12.52,5.71,7.41,5,,,,,,,21.89,21.89,,,,,,,,21.92,20.92,1,,,,,,,22.23,20.23,2,,,,,,
dnf,CDP,NV,026 Haruansri,Veravut,TH1020191,,,3,,0,1,,422.06,32,1,2,,,,,,,,,,,,1,,,,,,,,,1,20.49,19.49,1,,,,,,,34.61,25.61,6,,1,,,,,49.65,42.65,4,,1,,,,,90.16,83.16,7,,,,,,,116.04,64.20,25.33,26.51,,,,,,,,25.56,23.56,2,,,,,,,47.43,39.43,3,1,,,,,,38.12,29.12,9,,,,,,
dnf,CCP,MM,009 Yarangsee,Nitima,,,,1,,0,1,"Lady,Law Enforcement",191.53,20,,2,,,,27.60,27.60,,,,,,,,50.80,34.80,10,,2,,,,,27.67,24.67,3,,,,,,,17.93,15.93,2,,,,,,,36.58,33.58,3,,,,,,,30.95,28.95,2,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1
dq,SSP,NV,036 YI,KAKA,,,,4,,0,1,International,0.00,24,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1
dq,PCC,UN,022 Phongphrom,Vatcharaphorn,,,,2,,0,1,,0.00,1,6,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1
dq,CCP,NV,037 WANG,YUNHONG,,,,4,,0,1,International,0.00,66,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1
